day,counterfactual_cases,actual_cases
0,5.654367923736572,24.0
1,12.722327828407288,12.0
2,8.481551885604858,19.0
3,8.834949880838394,10.0
4,12.722327828407288,15.0
5,16.963103771209717,14.0
6,25.79805365204811,13.0
7,10.248541861772537,7.0
8,11.66213384270668,8.0
9,14.842715799808502,16.0
10,13.075725823640823,11.0
11,24.737859666347504,27.0
12,19.790287733078003,23.0
13,22.264073699712753,15.0
14,18.37669575214386,15.0
15,15.196113795042038,18.0
16,19.08349174261093,36.0
17,21.910675704479218,20.0
18,20.497083723545074,42.0
19,27.211645632982254,39.0
20,18.730093747377396,15.0
21,17.66989976167679,10.0
22,20.497083723545074,15.0
23,19.790287733078003,28.0
24,26.85824763774872,23.0
25,27.211645632982254,19.0
26,27.211645632982254,16.0
27,25.79805365204811,22.0
28,33.926207542419434,31.0
29,28.27183961868286,32.0
30,45.94173938035965,31.0
31,24.737859666347504,23.0
32,27.918441623449326,6.0
33,44.88154539465904,28.0
34,44.17474940419197,11.0
35,29.33203360438347,18.0
36,24.384461671113968,17.0
37,33.21941155195236,41.0
38,27.918441623449326,36.0
39,32.159217566251755,23.0
40,37.81358548998833,37.0
41,40.99416744709015,20.0
42,22.61747169494629,21.0
43,26.85824763774872,50.0
44,20.85048171877861,27.0
45,18.37669575214386,66.0
46,28.27183961868286,33.0
47,26.504849642515182,0.0
48,22.970869690179825,0.0
49,29.685431599617004,93.0
50,25.79805365204811,24.0
51,23.32426768541336,46.0
52,25.09125766158104,49.0
53,24.384461671113968,60.0
54,27.56504362821579,29.0
55,29.685431599617004,30.0
56,28.27183961868286,42.0
57,30.03882959485054,46.0
58,38.5203814804554,39.0
59,30.03882959485054,41.0
60,16.963103771209717,33.0
61,28.625237613916397,8.0
62,32.866013556718826,21.0
63,24.384461671113968,15.0
64,30.03882959485054,45.0
65,19.436889737844467,61.0
66,20.497083723545074,58.0
67,14.842715799808502,49.0
68,23.32426768541336,35.0
69,28.625237613916397,45.0
70,38.16698348522186,19.0
71,36.399993509054184,46.0
72,22.970869690179825,77.0
73,31.099023580551147,69.0
74,26.504849642515182,112.0
75,40.64076945185661,60.0
76,43.11455541849136,39.0
77,27.56504362821579,36.0
78,33.21941155195236,46.0
79,36.399993509054184,43.0
80,40.99416744709015,44.0
81,39.93397346138954,28.0
82,48.4155253469944,39.0
83,47.00193336606026,29.0
84,16.963103771209717,29.0
85,28.625237613916397,23.0
86,31.80581957101822,42.0
87,30.392227590084076,37.0
88,39.93397346138954,26.0
89,30.03882959485054,40.0
90,31.099023580551147,17.0
91,36.399993509054184,45.0
92,29.685431599617004,36.0
93,25.79805365204811,29.0
94,31.099023580551147,61.0
95,32.866013556718826,62.0
96,31.452421575784683,0.0
97,36.04659551382065,58.0
98,22.970869690179825,7.0
99,18.730093747377396,33.0
100,26.151451647281647,28.0
101,30.74562558531761,53.0
102,21.910675704479218,15.0
103,21.55727770924568,20.0
104,22.61747169494629,15.0
105,5.3009699285030365,5.0
106,7.774755895137787,12.0
107,8.834949880838394,13.0
108,7.067959904670715,9.0
109,12.722327828407288,11.0
110,6.71456190943718,12.0
111,10.601939857006073,1.0
112,7.421357899904251,6.0
113,8.481551885604858,6.0
114,3.180581957101822,8.0
115,9.18834787607193,25.0
116,7.774755895137787,5.0
117,6.361163914203644,0.0
118,3.8873779475688934,9.0
119,9.895143866539001,3.0
120,7.774755895137787,11.0
121,7.421357899904251,7.0
122,9.895143866539001,1.0
123,7.067959904670715,5.0
124,12.015531837940216,3.0
125,6.361163914203644,7.0
126,11.308735847473145,4.0
127,13.075725823640823,5.0
128,8.481551885604858,5.0
129,11.66213384270668,5.0
130,16.60970577597618,4.0
131,6.361163914203644,0.0
132,7.774755895137787,0.0
133,3.5339799523353577,2.0
134,5.3009699285030365,3.0
135,3.180581957101822,6.0
136,2.827183961868286,6.0
137,6.007765918970108,1.0
138,3.5339799523353577,1.0
139,2.1203879714012146,3.0
140,2.4737859666347504,43.0
141,4.947571933269501,2.0
142,1.7669899761676788,3.0
143,4.240775942802429,2.0
144,0.7067959904670715,0.0
145,1.7669899761676788,2.0
146,2.1203879714012146,2.0
147,1.7669899761676788,5.0
148,2.1203879714012146,0.0
149,0.7067959904670715,10.0
150,1.0601939857006073,9.0
151,0.7067959904670715,5.0
152,0.0,1.0
153,0.7067959904670715,2.0
154,0.7067959904670715,3.0
155,0.35339799523353577,3.0
156,0.0,2.0
157,0.35339799523353577,3.0
158,0.0,1.0
159,0.35339799523353577,1.0
160,0.0,3.0
161,0.0,1.0
162,0.35339799523353577,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,1.0
166,0.35339799523353577,3.0
167,0.0,2.0
