day,counterfactual_cases,actual_cases
0,2.1203879714012146,24.0
1,1.413591980934143,12.0
2,2.827183961868286,19.0
3,4.947571933269501,10.0
4,1.7669899761676788,15.0
5,1.7669899761676788,14.0
6,3.8873779475688934,13.0
7,2.827183961868286,7.0
8,3.8873779475688934,8.0
9,4.947571933269501,16.0
10,2.827183961868286,11.0
11,4.594173938035965,27.0
12,4.240775942802429,23.0
13,6.007765918970108,15.0
14,3.180581957101822,15.0
15,4.947571933269501,18.0
16,6.007765918970108,36.0
17,7.421357899904251,20.0
18,4.947571933269501,42.0
19,3.180581957101822,39.0
20,7.421357899904251,15.0
21,4.947571933269501,10.0
22,3.180581957101822,15.0
23,3.5339799523353577,28.0
24,6.007765918970108,23.0
25,8.834949880838394,19.0
26,6.71456190943718,16.0
27,7.067959904670715,22.0
28,9.18834787607193,31.0
29,10.601939857006073,32.0
30,9.895143866539001,31.0
31,4.947571933269501,23.0
32,7.774755895137787,6.0
33,15.549511790275574,28.0
34,12.722327828407288,11.0
35,8.481551885604858,18.0
36,9.541745871305466,17.0
37,6.361163914203644,41.0
38,8.128153890371323,36.0
39,12.015531837940216,23.0
40,10.955337852239609,37.0
41,13.42912381887436,20.0
42,7.067959904670715,21.0
43,6.007765918970108,50.0
44,5.3009699285030365,27.0
45,5.654367923736572,66.0
46,10.601939857006073,33.0
47,6.007765918970108,0.0
48,8.481551885604858,0.0
49,6.71456190943718,93.0
50,9.18834787607193,24.0
51,11.66213384270668,46.0
52,10.601939857006073,49.0
53,9.895143866539001,60.0
54,9.18834787607193,29.0
55,8.481551885604858,30.0
56,12.015531837940216,42.0
57,14.13591980934143,46.0
58,16.256307780742645,39.0
59,16.60970577597618,41.0
60,8.481551885604858,33.0
61,15.196113795042038,8.0
62,11.66213384270668,21.0
63,9.18834787607193,15.0
64,12.368929833173752,45.0
65,13.42912381887436,61.0
66,16.256307780742645,58.0
67,7.774755895137787,49.0
68,11.308735847473145,35.0
69,13.782521814107895,45.0
70,26.504849642515182,19.0
71,16.963103771209717,46.0
72,20.14368572831154,77.0
73,22.264073699712753,69.0
74,18.730093747377396,112.0
75,27.211645632982254,60.0
76,25.444655656814575,39.0
77,25.79805365204811,36.0
78,35.33979952335358,46.0
79,26.504849642515182,43.0
80,36.04659551382065,44.0
81,33.5728095471859,28.0
82,47.35533136129379,39.0
83,45.588341385126114,29.0
84,17.316501766443253,29.0
85,25.09125766158104,23.0
86,37.46018749475479,42.0
87,31.80581957101822,37.0
88,33.21941155195236,26.0
89,40.28737145662308,40.0
90,38.5203814804554,17.0
91,32.51261556148529,45.0
92,39.93397346138954,36.0
93,40.28737145662308,29.0
94,42.054361432790756,61.0
95,57.250475227832794,62.0
96,55.483485251665115,0.0
97,60.78445518016815,58.0
98,43.4679534137249,7.0
99,37.46018749475479,33.0
100,45.23494338989258,28.0
101,38.16698348522186,53.0
102,52.65630128979683,15.0
103,44.88154539465904,20.0
104,47.70872935652733,15.0
105,20.85048171877861,5.0
106,16.963103771209717,12.0
107,15.196113795042038,13.0
108,22.264073699712753,9.0
109,22.61747169494629,11.0
110,21.203879714012146,12.0
111,19.790287733078003,1.0
112,18.37669575214386,6.0
113,19.790287733078003,6.0
114,21.910675704479218,8.0
115,19.790287733078003,25.0
116,20.497083723545074,5.0
117,16.60970577597618,0.0
118,18.37669575214386,9.0
119,33.21941155195236,3.0
120,28.978635609149933,11.0
121,18.730093747377396,7.0
122,31.099023580551147,1.0
123,22.61747169494629,5.0
124,23.32426768541336,3.0
125,28.978635609149933,7.0
126,29.33203360438347,4.0
127,36.04659551382065,5.0
128,22.264073699712753,5.0
129,33.21941155195236,5.0
130,34.98640152812004,4.0
131,33.926207542419434,0.0
132,40.64076945185661,0.0
133,15.549511790275574,2.0
134,16.963103771209717,3.0
135,16.60970577597618,6.0
136,18.730093747377396,6.0
137,16.256307780742645,1.0
138,14.489317804574966,1.0
139,13.782521814107895,3.0
140,21.55727770924568,43.0
141,18.37669575214386,2.0
142,12.722327828407288,3.0
143,14.489317804574966,2.0
144,15.90290978550911,0.0
145,13.782521814107895,2.0
146,11.66213384270668,2.0
147,11.308735847473145,5.0
148,12.368929833173752,0.0
149,10.601939857006073,10.0
150,10.955337852239609,9.0
151,7.067959904670715,5.0
152,8.834949880838394,1.0
153,3.8873779475688934,2.0
154,7.067959904670715,3.0
155,3.8873779475688934,3.0
156,2.4737859666347504,2.0
157,4.947571933269501,3.0
158,3.5339799523353577,1.0
159,3.180581957101822,1.0
160,1.0601939857006073,3.0
161,2.4737859666347504,1.0
162,0.7067959904670715,0.0
163,2.4737859666347504,0.0
164,1.7669899761676788,0.0
165,1.413591980934143,1.0
166,2.4737859666347504,3.0
167,0.7067959904670715,2.0
