t,susceptible,exposed,infected,recovered,dead
120,0.5496851205825806,0.00561178894713521,0.010807890444993973,0.43325090408325195,0.000644316547550261
121,0.5481055378913879,0.004343940410763025,0.01039220206439495,0.4365140497684479,0.000644316547550261
122,0.5462557077407837,0.003263151505962014,0.010038867592811584,0.4397979974746704,0.000644316547550261
123,0.5426391959190369,0.0026396194007247686,0.008958077989518642,0.44511878490448,0.000644316547550261
124,0.5383160710334778,0.0024317752104252577,0.0075655230320990086,0.4510423541069031,0.000644316547550261
125,0.5345540642738342,0.0022031469270586967,0.006339243147522211,0.45623844861984253,0.0006651009316556156
126,0.5309999585151672,0.002369421999901533,0.004925903864204884,0.461039662361145,0.0006651009316556156
127,0.5272795557975769,0.0024317752104252577,0.003803545841947198,0.4658200740814209,0.0006651009316556156
128,0.525658369064331,0.002327853348106146,0.0032215826213359833,0.46812713146209717,0.0006651009316556156
129,0.5223121047019958,0.0020992248319089413,0.002930600894615054,0.47199302911758423,0.0006651009316556156
130,0.5193606615066528,0.0018082431051880121,0.0029513854533433914,0.4752146303653717,0.0006651009316556156
131,0.5158689022064209,0.0018290275475010276,0.002972169779241085,0.4786648154258728,0.0006651009316556156
132,0.5150583386421204,0.0017458898946642876,0.0029098165687173605,0.47962090373039246,0.0006651009316556156
133,0.5141022205352783,0.002161578042432666,0.0025980505160987377,0.4804730713367462,0.0006651009316556156
134,0.5118159651756287,0.0023070687893778086,0.002556481631472707,0.48263463377952576,0.0006858853157609701
135,0.5097167491912842,0.0020368716213852167,0.0024317752104252577,0.485128790140152,0.0006858853157609701
136,0.5058508515357971,0.0023070687893778086,0.0022239312529563904,0.4889323115348816,0.0006858853157609701
137,0.5019433498382568,0.0022031469270586967,0.0024317752104252577,0.4927358627319336,0.0006858853157609701
138,0.4945233166217804,0.001995302736759186,0.0027643258217722178,0.5000311732292175,0.0006858853157609701
139,0.49371272325515747,0.002140793716534972,0.0026604037266224623,0.5008001923561096,0.0006858853157609701
140,0.49315154552459717,0.0017874587792903185,0.002701972611248493,0.50167316198349,0.0006858853157609701
141,0.4910939037799835,0.001766674336977303,0.002889032242819667,0.5035645365715027,0.0006858853157609701
142,0.4892856478691101,0.001641967915929854,0.0025980505160987377,0.5057884454727173,0.0006858853157609701
143,0.4847962260246277,0.0015172614948824048,0.0024941284209489822,0.5105065107345581,0.0006858853157609701
144,0.48265543580055237,0.0014964770525693893,0.002452559769153595,0.5127096772193909,0.0006858853157609701
145,0.4767942428588867,0.0011015734635293484,0.0023486376740038395,0.5190697312355042,0.0006858853157609701
146,0.4731777310371399,0.0014341238420456648,0.0020368716213852167,0.5226653814315796,0.0006858853157609701
147,0.47259578108787537,0.0015380459371954203,0.002016087295487523,0.5231642127037048,0.0006858853157609701
148,0.4704757630825043,0.001849811989814043,0.0018082431051880121,0.5251803398132324,0.0006858853157609701
149,0.4682726263999939,0.0019121652003377676,0.0016627523582428694,0.5274665951728821,0.0006858853157609701
150,0.45012784004211426,0.0014964770525693893,0.0017043211264535785,0.5459647178649902,0.0007066697580739856
