t,child_susceptible,child_exposed,child_infected,child_recovered,child_dead,adult_susceptible,adult_exposed,adult_infected,adult_recovered,adult_dead,elderly_susceptible,elderly_exposed,elderly_infected,elderly_recovered,elderly_dead
0,0.9996823827425639,1.6716816753614693e-05,0.0003009027049605114,0.0,0.0,0.999658344189326,2.6884430553764105e-05,0.0003147718777957683,0.0,0.0,0.9996902048587799,5.3876409462342656e-06,0.0003044017003655123,0.0,0.0
1,0.9996545215447744,4.457817800963919e-05,0.0003009027049605114,0.0,0.0,0.9995664874712626,0.00011873956924925247,0.0003147718777957683,0.0,0.0,0.9996120830376943,8.350843369650343e-05,0.0003044017003655123,0.0,0.0
2,0.9995988011360168,0.00010030090052168817,0.0003009027049605114,0.0,0.0,0.9994309484958649,0.0002542819071095437,0.0003147718777957683,0.0,0.0,0.9994827886422475,0.00021281180864510436,0.0003044017003655123,0.0,0.0
3,0.9995542208353678,0.00014487907853132735,0.0003009027049605114,0.0,0.0,0.9992752333482107,0.0004099875737059241,0.0003147718777957683,0.0,0.0,0.9993831157684326,0.00031248316469524676,0.0003044017003655123,0.0,0.0
4,0.9994483470916748,0.00023403543697592493,0.00031761952268425373,0.0,0.0,0.9991094589233398,0.0005488904629601165,0.0003416563093196601,0.0,0.0,0.999269982179006,0.00042023597537384677,0.0003097893413117466,0.0,0.0
5,0.9993814806143443,0.00027304134321942306,4.457817800963919e-05,0.0003009027049605114,0.0,0.9989996771017711,0.000566813416662626,0.00011873956924925247,0.0003147718777957683,0.0,0.9991568326950073,0.00045525564200943336,8.350843369650343e-05,0.0003044017003655123,0.0
6,0.9993536174297333,0.00024517998147833474,0.00010030090052168817,0.0003009027049605114,0.0,0.9989313463370005,0.0004996023373678327,0.0002542819071095437,0.0003147718777957683,0.0,0.9991002559661866,0.00038252249408590917,0.00021281180864510436,0.0003044017003655123,0.0
7,0.9992756048838297,0.0002786136174108833,0.00014487907853132735,0.0003009027049605114,0.0,0.99882493019104,0.00045031421565605947,0.0004099875737059241,0.0003147718777957683,0.0,0.9989817301432292,0.00040137923448734604,0.00031248316469524676,0.0003044017003655123,0.0
8,0.9991808772087097,0.0002674690738786012,0.00025075225372953963,0.0003009027049605114,0.0,0.9986289004484813,0.0004805592073050017,0.0005757748964242637,0.0003147718777957683,0.0,0.9988227983315786,0.00044717418059008195,0.00042562361534995337,0.0003044017003655123,0.0
9,0.9990248560905457,0.00035662543086800724,0.00030090270593063906,0.00031761952268425373,0.0,0.9983846922715505,0.0006149813489173539,0.000658668556328242,0.0003416563093196601,0.0,0.9986611684163411,0.0004956629432854243,0.0005333764352447663,0.0003097893413117466,0.0
10,0.99885769089063,0.0004959322386033212,0.0003009027049605114,0.0003454808849104059,0.0,0.9981651365756988,0.0007662062746627877,0.0006351446766833154,0.0004335114465599569,0.0,0.9984833776950837,0.0006168848606951846,0.0005118258714598294,0.0003879101335769519,0.0
11,0.9987796743710836,0.000495932242483832,0.00032319179590558635,0.0004012036074224549,0.0,0.9979523042837779,0.000872623804025352,0.0006060198778868653,0.0005690537819949289,0.0,0.9983190556367239,0.0006626798087381758,0.0005010505876271055,0.000517213508040489,0.0
12,0.998640368382136,0.0005405104204934711,0.0003733422481066858,0.0004457817893126048,0.0,0.9977058589458465,0.0009230321239253196,0.0006463465227473838,0.0007247594437406709,0.0,0.99808469414711,0.0007381067698588595,0.0005603146375506185,0.000616884859239993,0.0
13,0.9985010584195455,0.0005237936008294734,0.0004234926973974022,0.0005516549698465193,0.0,0.9974459747473399,0.0009387147045345045,0.0007247594529568839,0.0008905467654888829,0.0,0.9979122896989187,0.0007488820614526048,0.0006088034002459608,0.0007300253137752104,0.0
14,0.9982280155022939,0.0006296667745724941,0.000523793605195048,0.0006185222378311058,0.0,0.9971043248971303,0.0010608148242075308,0.0008345375409893071,0.0010003248578868806,0.0,0.9976186633110047,0.0008647163437368969,0.0006734550901455804,0.0008431657726760023,0.0
15,0.9979494035243988,0.0008302685848320835,0.0005739440564260197,0.0006463836024825771,0.0,0.9966495295365652,0.001302774710347876,0.0009790413479398316,0.0010686561203328893,0.0,0.9972900172074636,0.0010290393727094246,0.0007812079056748189,0.0008997360074621004,0.0
16,0.9976986507574718,0.0009417140444080966,0.0006352390574951035,0.0007243954149695734,0.0,0.9962216218312582,0.0014842446136754007,0.001119064430046516,0.001175073663277241,0.0,0.9969048003355662,0.0011798933182338564,0.0008970421806831534,0.0010182640985779774,0.0
