t,child_susceptible,child_exposed,child_infected,child_recovered,child_dead,adult_susceptible,adult_exposed,adult_infected,adult_recovered,adult_dead,elderly_susceptible,elderly_exposed,elderly_infected,elderly_recovered,elderly_dead
0,0.9997269570827484,2.2289089004819593e-05,0.00025075225372953963,0.0,0.0,0.9996325810750325,3.6966092011425644e-05,0.000330454462285464,0.0,0.0,0.9996632675329844,2.693820424610749e-05,0.00030978933888642737,0.0,0.0
1,0.9996879518032074,6.129499476325388e-05,0.00025075225372953963,0.0,0.0,0.9995306432247162,0.00013890289216457555,0.000330454462285464,0.0,0.0,0.9995959202448527,9.428371558897197e-05,0.00030978933888642737,0.0,0.0
2,0.9995932241280874,0.00015602362303373713,0.00025075225372953963,0.0,0.0,0.9993883808453877,0.000281166340088627,0.000330454462285464,0.0,0.0,0.9994504551092783,0.0002397500133762757,0.00030978933888642737,0.0,0.0
3,0.9994817813237508,0.0002674690695130266,0.00025075225372953963,0.0,0.0,0.9992281953493755,0.0004413527402599963,0.000330454462285464,0.0,0.0,0.9993103841940562,0.00037982866924721745,0.00030978933888642737,0.0,0.0
4,0.9993926246960958,0.0003343363384677408,0.00027304134321942306,0.0,0.0,0.9990736067295074,0.0005589721239327143,0.00036742055429688967,0.0,0.0,0.9991514464219411,0.0005118258670942547,0.0003367275445877264,0.0,0.0
5,0.9993201871713002,0.00036776997343016167,6.129499476325388e-05,0.00025075225372953963,0.0,0.9988999783992767,0.0006306639397128795,0.00013890289216457555,0.000330454462285464,0.0,0.9990221381187439,0.0005737837345805019,9.428371558897197e-05,0.00030978933888642737,0.0
6,0.9992533167203267,0.000339908612659201,0.00015602362303373713,0.00025075225372953963,0.0,0.9987946768601735,0.00059369784721639,0.000281166340088627,0.000330454462285464,0.0,0.998941324154536,0.0005091320475912653,0.0002397500133762757,0.00030978933888642737,0.0
7,0.9991585870583852,0.0003231917949354587,0.0002674690695130266,0.00025075225372953963,0.0,0.9985941727956136,0.0006340244896515893,0.0004413527402599963,0.000330454462285464,0.0,0.9987716197967529,0.0005387640737656815,0.00037982866924721745,0.00030978933888642737,0.0
8,0.9989969929059347,0.00039563133711150534,0.00035662542698749653,0.00025075225372953963,0.0,0.9983354051907857,0.0007382016609578083,0.0005959382144889484,0.000330454462285464,0.0,0.9985157012939453,0.0006357416025518129,0.0005387640698851707,0.00030978933888642737,0.0
9,0.998840969800949,0.0004792154237899619,0.000406775882098979,0.00027304134321942306,0.0,0.9980228741963705,0.00087710455263732,0.0007326007335601996,0.00036742055429688967,0.0,0.9982328573862712,0.000789289361758468,0.0006411292468934941,0.0003367275445877264,0.0
10,0.9986849466959635,0.0005683717846598787,0.00043463724626538653,0.00031204724994798503,0.0,0.997693532705307,0.0011011414734336236,0.0007359612917449946,0.0004693573573604226,0.0,0.9979446132977804,0.0009967135284872106,0.0006545983405279306,0.0004040730535052717,0.0
11,0.9984453380107879,0.0007132508694970359,0.0004346372457803227,0.00040677588355417054,0.0,0.9973093171914419,0.0012848517333623021,0.0007942108961287886,0.0006116207989786441,0.0,0.9975647886594137,0.0012068315210247724,0.000678842727211304,0.0005495393542029585,0.0
12,0.9982837438583374,0.0007132508694970359,0.00048478769458597525,0.0005182213305185238,0.0,0.9968758046627044,0.0014596005523344502,0.0008927871288809305,0.0007718071996350772,0.0,0.9972172816594441,0.0012984214112899887,0.0007946770070702769,0.0006896180129842833,0.0
13,0.9980329910914103,0.000807979504558413,0.0005516549698465193,0.0006073776938137598,0.0,0.9964523752530415,0.0015704988346745572,0.0010507331646901245,0.0009263926709536463,0.0,0.9968105137348175,0.0014223371501429938,0.0009185927430128989,0.0008485534199280664,0.0
14,0.9975872099399566,0.0010977376747177913,0.0006352390540996566,0.0006798172340495512,0.0,0.9957925856113434,0.0019009532756172121,0.001206438834196888,0.0011000212864018977,0.0,0.9962421198685963,0.001702494468675771,0.0010775281465612353,0.0009778567885708374,0.0
15,0.9971581439177195,0.001287194927378247,0.000807979507468796,0.00074668450106401,0.0,0.9950521389643351,0.002257171991125991,0.0014853648094382758,0.0012053186539560557,0.0,0.9956225415070852,0.0019422444888429406,0.0013765422079207686,0.001058671404219543,0.0
16,0.9966454962889354,0.0016382480821145388,0.0008748467696326164,0.0008414131337000678,0.0,0.9941481530666352,0.0027276495413389055,0.0017183631901085997,0.0014058316921970496,0.0,0.9948278665542603,0.002389418677194044,0.0015543343741834784,0.0012283820882051562,0.0
17,0.9959823946158092,0.0020505962495614466,0.0009640031334129162,0.0010030090294700738,0.0,0.9930985430876414,0.0033538327300144982,0.0018830303354964901,0.0016645943299711992,0.0,0.9938877205053965,0.002922795092066129,0.0017051882775073561,0.0014842950253902624,0.0
18,0.9953861574331919,0.0022010475945232126,0.001253761287080124,0.0011590326680258538,0.0,0.991953718662262,0.0038388726689542333,0.002230287566392993,0.001977125840494409,0.0,0.9928694566090902,0.0033726630713014553,0.0019907332369863678,0.0017671461527546247,0.0
