t,child_susceptible,child_exposed,child_infected,child_recovered,child_dead,adult_susceptible,adult_exposed,adult_infected,adult_recovered,adult_dead,elderly_susceptible,elderly_exposed,elderly_infected,elderly_recovered,elderly_dead
0,0.9996545215447744,1.6716816753614693e-05,0.0003287640662165359,0.0,0.0,0.9996493895848592,3.1365168979391456e-05,0.0003192526191317787,0.0,0.0,0.9996740440527598,3.501966615052273e-05,0.00029093260382069276,0.0,0.0
1,0.9995709419250488,0.00010030090100675201,0.0003287640662165359,0.0,0.0,0.9995496869087219,0.0001310615999197277,0.0003192526191317787,0.0,0.0,0.9996013144652048,0.00010775281698442996,0.00029093260382069276,0.0,0.0
2,0.9994594931602478,0.00021174634797110531,0.0003287640662165359,0.0,0.0,0.9993838946024577,0.0002968489240932589,0.0003192526191317787,0.0,0.0,0.9994720180829366,0.00023705619435835008,0.00029093260382069276,0.0,0.0
3,0.9993480503559112,0.00032319179639065017,0.0003287640662165359,0.0,0.0,0.9992013116677602,0.00047943901493757344,0.0003192526191317787,0.0,0.0,0.9993480960528056,0.0003609719312710998,0.00029093260382069276,0.0,0.0
4,0.9992421805858612,0.0004123481533800562,0.0003454808844253421,0.0,0.0,0.9990332861741383,0.0006161015383743992,0.00035061779053648936,0.0,0.0,0.9992133994897207,0.0004606432805303484,0.00032595226706083245,0.0,0.0
5,0.9991808811823527,0.0003900590668005558,0.00010030090100675201,0.0003287640662165359,0.0,0.9988932549953461,0.000656428185175173,0.0001310615999197277,0.0003192526191317787,0.0,0.9990975677967071,0.0005037444051898395,0.00010775281698442996,0.00029093260382069276,0.0
6,0.9991084416707356,0.0003510531581317385,0.00021174634797110531,0.0003287640662165359,0.0,0.9987958014011383,0.0005880969227291643,0.0002968489240932589,0.0003192526191317787,0.0,0.9990167558193207,0.0004552556410393057,0.00023705619435835008,0.00029093260382069276,0.0
7,0.9989969988663991,0.000351053156676547,0.00032319179639065017,0.0003287640662165359,0.0,0.9986120879650116,0.0005892171078206351,0.00047943901493757344,0.0003192526191317787,0.0,0.9988901456197102,0.00045794946054229514,0.0003609719312710998,0.00029093260382069276,0.0
8,0.9988298277060191,0.0004123481562904393,0.0004290649681934156,0.0003287640662165359,0.0,0.9983174880345662,0.0007157979697997992,0.0006474667112343014,0.0003192526191317787,0.0,0.9986719489097595,0.0005414578922985432,0.0004956629437704881,0.00029093260382069276,0.0
9,0.9986180782318115,0.0005627995075580353,0.0004736431529939485,0.0003454808844253421,0.0,0.9979859034220377,0.00090734953895056,0.0007561246175707008,0.00035061779053648936,0.0,0.9984321931997935,0.0006653736267859737,0.000576477552143236,0.00032595226706083245,0.0
